Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
26736	8.7	0.99	Neural Network (Specific Model)	11	0.885	3996	221.4025	299336	0.31	400	76	28135	None
27621	11.2	0.27	Neural Network (Specific Model)	11	0.919	2322	244.21680216802167	293736	0.56	369	120	5307	None
2885	73.77	0.13	Neural Network (Specific Model)	11	0.903	4920	319.2604166666667	1321964	0.41	1248	289	24480	None
2894	5.96	0.13	Neural Network (Specific Model)	11	0.96	6415	244.09420289855072	314697	0.35	414	59	24418	None
293	82.84	0.83	Gradient Boost (General Model)	11	0.888	51971	321.125854214123	1902525	0.51	1756	55	198695	None
3053	97.61	16.97	Gradient Boost (General Model)	11	0.891	51539	309.905325443787	2288082	0.57	2197	165	251005	None
3056	89.99	0.06	Gradient Boost (General Model)	11	0.921	5990	311.42267552182165	2134630	0.4	2108	416	23170	None
307	57.51	114.08	Neural Network (Specific Model)	11	0.863	22031	356.3893504284686	18908751	0.54	15287	1826	171702	Low confidence prediction - substantial (41%) disagreement between completeness prediction models
3092	27.16	0.05	Neural Network (Specific Model)	11	0.938	5376	327.573268921095	649091	0.45	621	134	22890	None
31211	10.12	0.07	Neural Network (Specific Model)	11	0.926	2882	314.3754512635379	281719	0.52	277	101	4927	None
3376	17.22	1.54	Neural Network (Specific Model)	11	0.891	117491	223.4088291746641	389481	0.36	521	29	118290	None
3389	85.59	9.59	Neural Network (Specific Model)	11	0.886	16162	298.5781818181818	4717953	0.51	4675	465	104313	None
3401	99.28	93.44	Gradient Boost (General Model)	11	0.892	15488	300.292833035537	5075617	0.6	5037	514	115471	None
3407	22.35	10.54	Neural Network (Specific Model)	11	0.905	39095	258.0445026178011	651606	0.31	764	46	85658	None
3435	14.02	9.17	Neural Network (Specific Model)	11	0.894	25856	337.2533889468196	1081143	0.5	959	60	72601	None
348	84.66	0.45	Gradient Boost (General Model)	11	0.892	32628	328.82944228274965	1701431	0.57	1542	70	111187	None
350	90.8	3.04	Neural Network (Specific Model)	11	0.872	33188	316.156265854896	2140849	0.6	1971	88	109120	None
3510	13.5	3.5	Neural Network (Specific Model)	11	0.844	19323	262.774378585086	487905	0.35	523	39	53143	None
3524	5.16	0.11	Neural Network (Specific Model)	11	0.928	28714	261.16085790884716	313804	0.59	373	32	50466	None
3526	4.67	0.05	Neural Network (Specific Model)	11	0.916	9888	200.41237113402062	253175	0.48	388	31	37198	None
3558	65.11	25.46	Gradient Boost (General Model)	11	0.905	12348	299.0616587060356	2277458	0.41	2303	271	105678	None
3564	94.56	0.29	Gradient Boost (General Model)	11	0.873	20714	300.12713936430316	1685530	0.62	1636	113	86173	None
357	65.34	0.57	Gradient Boost (General Model)	11	0.915	8311	329.0666161998486	1422646	0.46	1321	208	23193	None
36	7.75	0.01	Neural Network (Specific Model)	11	0.933	219399	378.4703196347032	266003	0.35	219	2	219399	None
361	22.85	0.82	Neural Network (Specific Model)	11	0.927	13228	343.8474576271187	523495	0.36	472	64	102064	None
3628	100.0	54.31	Gradient Boost (General Model)	11	0.903	8053	281.5965859982714	4320230	0.61	4628	829	90444	None
3648	84.33	60.86	Gradient Boost (General Model)	11	0.891	4158	288.42800177226405	4379553	0.51	4514	1076	30493	None
3676	50.28	0.32	Neural Network (Specific Model)	11	0.916	70695	339.3874345549738	1482963	0.45	1337	34	163375	None
3713	52.86	37.07	Gradient Boost (General Model)	11	0.926	15715	359.51851851851853	3015871	0.5	2592	321	124229	None
3732	84.05	28.1	Gradient Boost (General Model)	11	0.918	12693	301.462179685088	3183211	0.48	3239	490	66878	None
37396	22.79	21.92	Neural Network (Specific Model)	11	0.932	3041	262.7165775401069	315591	0.3	374	101	14009	None
3754	95.82	100.08	Gradient Boost (General Model)	11	0.901	5059	271.4642173746651	11785061	0.58	13065	2577	60422	Low confidence prediction - substantial (33%) disagreement between completeness prediction models
3806	9.89	0.13	Neural Network (Specific Model)	11	0.896	19201	259.76778242677824	415009	0.52	478	33	49191	None
3811	94.91	63.31	Gradient Boost (General Model)	11	0.933	5726	323.0738188976378	3161954	0.42	3048	642	48025	None
3818	34.76	0.45	Neural Network (Specific Model)	11	0.9	46955	324.4070543374643	1132462	0.45	1049	34	102676	None
3836	40.94	93.79	Neural Network (Specific Model)	11	0.904	7247	345.483676092545	17814684	0.51	15560	3070	43265	None
3890	18.03	14.2	Neural Network (Specific Model)	11	0.887	3695	313.6379690949227	960054	0.42	906	259	38933	None
3896	10.12	0.12	Neural Network (Specific Model)	11	0.897	21045	304.8885714285714	356317	0.39	350	54	130991	None
3915	90.15	69.39	Neural Network (Specific Model)	11	0.879	8281	312.1486076647367	3856391	0.61	3627	578	37244	None
4009	8.58	1.04	Neural Network (Specific Model)	11	0.839	14956	278.0262172284644	528875	0.47	534	57	34529	None
4068	11.17	0.0	Neural Network (Specific Model)	11	0.859	26972	306.87301587301585	269907	0.5	252	13	32795	None
418	24.96	2.96	Neural Network (Specific Model)	11	0.895	11060	221.4195278969957	689718	0.28	932	77	76518	None
4217	79.53	90.82	Neural Network (Specific Model)	11	0.868	4030	262.2288584676529	8201056	0.58	9058	2158	29042	None
4303	96.96	92.32	Gradient Boost (General Model)	11	0.912	3200	264.9419305543764	10249064	0.61	11779	3132	26985	None
4322	16.7	1.6	Neural Network (Specific Model)	11	0.934	15773	243.09327354260088	867923	0.32	1115	82	106496	None
4353	67.21	12.43	Gradient Boost (General Model)	11	0.879	8819	292.88197026022306	2147237	0.63	2152	340	30009	None
438	93.53	88.85	Gradient Boost (General Model)	11	0.886	8949	329.4555092109837	6411950	0.55	5754	980	72105	None
448	7.2	0.0	Neural Network (Specific Model)	11	0.892	33192	241.08306709265176	252375	0.61	313	11	71041	None
44802	9.15	0.18	Neural Network (Specific Model)	11	0.88	2995	271.9775	370411	0.59	400	120	10986	None
4599	36.26	2.35	Neural Network (Specific Model)	11	0.915	15810	322.26724137931035	1101573	0.44	1044	132	36421	None
4726	8.13	1.64	Neural Network (Specific Model)	11	0.907	14206	241.07037037037037	427643	0.41	540	61	48312	None
4788	67.42	2.72	Gradient Boost (General Model)	11	0.91	6331	294.514043109079	1483218	0.63	1531	281	20725	None
497	88.05	103.97	Neural Network (Specific Model)	11	0.915	6341	343.96429268292684	11543737	0.5	10250	2220	66628	None
5213	78.04	2.85	Neural Network (Specific Model)	11	0.925	5371	298.7835390946502	2350013	0.44	2430	499	19154	None
5218	8.29	0.49	Neural Network (Specific Model)	11	0.952	8553	279.5945945945946	551161	0.53	629	97	19135	None
5253	40.61	0.86	Gradient Boost (General Model)	11	0.913	3098	264.377990430622	724719	0.52	836	225	18999	None
5290	52.11	6.3	Gradient Boost (General Model)	11	0.883	3611	267.9536489151874	921616	0.63	1014	257	18878	None
5336	77.06	12.58	Gradient Boost (General Model)	11	0.913	4204	286.627397260274	2403079	0.6	2555	607	18725	None
534	99.73	0.0	Gradient Boost (General Model)	11	0.912	35038	330.92374517374515	2251878	0.44	2072	106	64387	None
5425	31.22	25.92	Neural Network (Specific Model)	11	0.69	7025	141.66735537190084	1785725	0.27	2904	328	53315	None
5484	80.54	11.03	Gradient Boost (General Model)	11	0.931	4071	296.53213077790303	846338	0.31	887	213	18230	None
549	100.0	105.12	Gradient Boost (General Model)	11	0.911	4664	275.87819406077347	10503143	0.54	11584	2346	63734	None
552	6.23	0.31	Neural Network (Specific Model)	11	0.936	8064	255.24	285451	0.43	350	38	63435	None
571	12.66	2.39	Neural Network (Specific Model)	11	0.919	13826	334.24454148471614	499312	0.35	458	64	62116	None
5818	10.49	0.0	Neural Network (Specific Model)	11	0.908	2634	259.9898580121704	422850	0.54	493	153	17265	None
604	99.98	80.14	Neural Network (Specific Model)	11	0.904	9761	308.41542857142855	5365027	0.42	5250	721	60605	None
630	100.0	101.17	Gradient Boost (General Model)	11	0.898	9386	292.28915046059365	11432747	0.59	11724	1829	62563	None
6484	32.42	0.25	Neural Network (Specific Model)	11	0.924	3167	291.86011342155007	1000986	0.48	1058	312	15804	None
6508	91.62	88.26	Gradient Boost (General Model)	11	0.945	3318	286.6197570147527	6278204	0.34	6914	1860	15738	None
6576	76.04	9.59	Gradient Boost (General Model)	11	0.865	4887	329.13654419066535	2296988	0.59	2014	535	15602	None
6692	16.35	21.34	Neural Network (Specific Model)	11	0.877	3098	243.8971119133574	461640	0.59	554	144	15389	None
6697	74.45	38.0	Gradient Boost (General Model)	11	0.925	3270	313.5697192820985	2206606	0.44	2173	671	19336	None
6825	99.33	112.78	Gradient Boost (General Model)	11	0.889	8483	300.21590537803047	15468941	0.58	15303	2351	124857	Low confidence prediction - substantial (36%) disagreement between completeness prediction models
6876	49.22	0.0	Neural Network (Specific Model)	11	0.948	3964	319.75440222428176	1090097	0.54	1079	287	15009	None
69	99.96	94.75	Gradient Boost (General Model)	11	0.891	33102	292.99778656126483	6231434	0.54	6325	656	162718	None
74	100.0	2.98	Neural Network (Specific Model)	11	0.884	76786	321.0816509645581	2423720	0.53	2229	58	169622	None
7755	64.7	4.8	Gradient Boost (General Model)	11	0.929	4508	293.6449864498645	1048957	0.33	1107	242	49198	None
795	47.28	1.09	Neural Network (Specific Model)	11	0.867	18369	300.53669064748203	1442043	0.58	1390	120	63206	None
816	5.66	0.04	Neural Network (Specific Model)	11	0.943	13331	314.6095238095238	313982	0.36	315	37	30395	None
8244	12.24	0.83	Neural Network (Specific Model)	11	0.908	3095	266.3577712609971	598017	0.51	682	188	12927	None
8422	31.41	8.57	Neural Network (Specific Model)	11	0.914	2731	260.37986774430567	1160034	0.33	1361	408	12718	None
855	92.04	90.19	Neural Network (Specific Model)	11	0.921	8490	306.8941100740264	6195856	0.43	6214	955	51168	None
86768	11.17	10.15	Neural Network (Specific Model)	11	0.889	8800	258.3100858369099	810601	0.48	932	130	44992	None
8755	9.2	0.9	Neural Network (Specific Model)	11	0.84	3981	277.96138996138995	256848	0.54	259	68	12334	None
886	100.0	87.12	Neural Network (Specific Model)	11	0.879	10492	355.57443276148314	6569579	0.52	5421	830	50208	None
9213	73.22	1.86	Gradient Boost (General Model)	11	0.925	4032	319.1178947368421	490823	0.36	475	132	11840	None
928	100.0	97.04	Gradient Boost (General Model)	11	0.931	4823	284.31809665825494	47755104	0.38	52308	10687	48751	None
956	9.09	0.09	Neural Network (Specific Model)	11	0.723	7503	143.96290050590218	352879	0.32	593	60	48026	None
9572	53.83	1.13	Neural Network (Specific Model)	11	0.9	4037	270.37004048583	1111212	0.58	1235	292	12848	None
9666	55.87	1.04	Gradient Boost (General Model)	11	0.911	3786	270.41299303944317	1532200	0.55	1724	416	11416	None
98	98.7	85.31	Gradient Boost (General Model)	11	0.901	38002	307.2921593030492	3283765	0.53	3214	180	135307	None
9848	61.37	12.69	Gradient Boost (General Model)	11	0.919	3135	280.11256190905	2024376	0.49	2221	647	11239	None
10050	61.91	64.43	Gradient Boost (General Model)	11	0.923	3011	296.70907264814196	2876464	0.34	2987	930	11043	None
10188	12.98	0.0	Neural Network (Specific Model)	11	0.951	2634	335.65714285714284	296089	0.39	280	107	5929	None
10335	13.91	0.01	Neural Network (Specific Model)	11	0.903	2699	240.1941309255079	353006	0.63	443	129	10796	None
10678	6.66	5.08	Neural Network (Specific Model)	11	0.858	3525	272.7009009009009	528093	0.36	555	152	10505	None
10891	24.56	0.06	Neural Network (Specific Model)	11	0.902	3221	252.55405405405406	558044	0.45	666	177	10328	None
1121	5.3	0.16	Neural Network (Specific Model)	11	0.939	40886	273.518771331058	254773	0.5	293	11	44072	None
11247	43.53	3.82	Neural Network (Specific Model)	11	0.88	2908	299.2281931464174	1308455	0.56	1284	441	10047	None
11359	14.7	0.77	Neural Network (Specific Model)	11	0.917	2593	258.3705583756345	332487	0.48	394	126	7150	None
1149	87.09	2.7	Neural Network (Specific Model)	11	0.883	14281	286.6623181133969	1938124	0.48	1993	194	43742	None
117	96.73	105.1	Gradient Boost (General Model)	11	0.895	20538	306.9687851167437	8229111	0.64	8009	787	120078	None
1173	97.73	98.35	Gradient Boost (General Model)	11	0.953	6164	293.26583221576516	6178957	0.44	6711	1225	43235	Low confidence prediction - substantial (41%) disagreement between completeness prediction models
11867	96.26	82.67	Gradient Boost (General Model)	11	0.905	3500	262.109736632083	6519434	0.59	7518	1879	20136	None
1197	95.68	10.81	Gradient Boost (General Model)	11	0.895	7083	293.36004983388705	2364548	0.59	2408	432	42758	None
1238	10.95	0.36	Neural Network (Specific Model)	11	0.873	2590	247.56382978723406	398724	0.6	470	137	42199	None
1258	99.75	103.76	Gradient Boost (General Model)	11	0.909	9292	290.6115265272903	18830487	0.53	19659	2849	164697	None
1265	81.95	100.86	Neural Network (Specific Model)	11	0.93	6787	312.81156923076924	8190433	0.46	8125	1548	41921	None
13	55.27	3.03	Neural Network (Specific Model)	11	0.91	152701	320.92124814264486	1420795	0.46	1346	47	309370	None
13060	20.17	0.0	Neural Network (Specific Model)	11	0.877	3546	293.5385934819897	584378	0.65	583	166	19771	None
13152	10.24	0.4	Neural Network (Specific Model)	11	0.941	3078	327.2848101265823	329165	0.41	316	109	8857	None
13266	24.62	11.05	Neural Network (Specific Model)	11	0.958	2751	357.7204301075269	624125	0.35	558	205	13548	None
13278	18.28	1.32	Neural Network (Specific Model)	11	0.91	2712	271.8048780487805	696245	0.66	779	249	8793	None
134	100.0	105.0	Gradient Boost (General Model)	11	0.916	7344	290.91718885568304	9863689	0.55	10373	1720	109289	None
14078	20.57	0.01	Neural Network (Specific Model)	11	0.925	2766	308.6545166402536	631294	0.52	631	222	8439	None
1427	87.27	4.84	Neural Network (Specific Model)	11	0.907	12269	324.5098296199214	2452863	0.41	2289	287	39613	None
1442	96.22	82.14	Gradient Boost (General Model)	11	0.88	10541	297.1508916323731	5895337	0.56	5832	766	42487	None
14916	35.48	39.73	Neural Network (Specific Model)	11	0.963	2635	328.4593114241002	1306004	0.37	1278	474	8068	None
14972	35.52	2.28	Neural Network (Specific Model)	11	0.894	2834	267.9287148594378	893779	0.56	996	301	8045	None
15451	20.77	0.01	Neural Network (Specific Model)	11	0.905	2948	316.36861313868616	573858	0.5	548	188	7863	None
1562	93.3	1.9	Gradient Boost (General Model)	11	0.863	9301	306.1085409252669	2984598	0.58	2810	426	37941	None
156528	11.69	2.8	Neural Network (Specific Model)	11	0.939	2917	433.44897959183675	610230	0.58	441	200	9816	None
16080	39.67	0.02	Neural Network (Specific Model)	11	0.885	3066	256.43444444444447	781055	0.56	900	248	7629	None
16685	31.7	0.13	Neural Network (Specific Model)	11	0.921	2855	310.9383429672447	525515	0.65	519	183	7413	None
16799	13.59	0.03	Neural Network (Specific Model)	11	0.945	2678	290.3103448275862	266825	0.48	290	96	7372	None
1881	0.01	108.97	Neural Network (Specific Model)	11	0.896	9311	300.24631756537536	30901697	0.5	30822	4814	193562	None
201	85.07	103.31	Neural Network (Specific Model)	11	0.925	14218	312.1295668058455	7750286	0.47	7664	1256	114551	None
202274	1.75	26.4	Neural Network (Specific Model)	11	0.92	3386	292.3125	441677	0.57	464	132	11496	None
20340	14.98	0.12	Neural Network (Specific Model)	11	0.909	2576	291.13921113689094	413551	0.57	431	153	6468	None
209776	51.44	10.69	Gradient Boost (General Model)	11	0.917	5237	205.48395217117684	2129607	0.46	3178	451	71118	None
209779	50.97	11.0	Gradient Boost (General Model)	11	0.789	17482	199.86987638256343	1165138	0.31	1537	125	165020	None
209780	20.24	1.07	Neural Network (Specific Model)	11	0.899	23877	251.40024630541873	678341	0.34	812	71	163974	None
209791	15.05	1.51	Neural Network (Specific Model)	11	0.879	107647	212.19332679097155	735901	0.39	1019	26	146902	None
209801	8.79	0.21	Neural Network (Specific Model)	11	0.752	22887	145.61526946107784	385201	0.38	668	24	133657	None
209807	57.2	2.63	Gradient Boost (General Model)	11	0.881	9717	226.57309941520467	789228	0.35	1026	106	125578	None
209813	69.56	29.13	Gradient Boost (General Model)	11	0.909	18206	305.77241962774957	2382363	0.58	2364	187	115596	None
209826	22.98	3.41	Neural Network (Specific Model)	11	0.901	34470	221.00734618916437	797932	0.39	1089	58	107583	None
209857	69.78	23.59	Gradient Boost (General Model)	11	0.888	14020	215.32891770011273	2569459	0.42	3548	289	95185	None
209863	60.58	9.56	Gradient Boost (General Model)	11	0.885	16205	212.21441774491683	1163192	0.33	1623	137	93057	None
209873	60.35	5.49	Gradient Boost (General Model)	11	0.861	14107	214.16563330380868	840235	0.37	1129	94	90751	None
209874	13.86	2.66	Neural Network (Specific Model)	11	0.888	27091	280.2530120481928	626636	0.52	664	51	90450	None
209908	20.0	1.35	Neural Network (Specific Model)	11	0.874	5931	238.33104395604394	592828	0.37	728	119	33567	None
209921	11.61	1.01	Neural Network (Specific Model)	11	0.884	15795	265.9813278008299	433065	0.48	482	38	78723	None
209924	17.91	3.05	Neural Network (Specific Model)	11	0.895	17083	223.97347893915756	479540	0.37	641	49	62550	None
209930	17.13	0.4	Neural Network (Specific Model)	11	0.911	8241	269.6892712550607	875432	0.36	988	132	77647	None
209983	6.6	0.2	Neural Network (Specific Model)	11	0.924	9713	250.69716088328076	256904	0.46	317	30	67892	None
209989	14.52	1.93	Neural Network (Specific Model)	11	0.85	6205	254.23599523241955	749952	0.49	839	142	65338	None
209997	16.63	12.2	Neural Network (Specific Model)	11	0.876	8786	252.3123524783635	1094767	0.54	1271	168	64544	None
210001	25.81	10.04	Neural Network (Specific Model)	11	0.864	7369	270.4980340760157	2145288	0.4	2289	384	64403	None
210003	18.58	0.59	Neural Network (Specific Model)	11	0.884	14819	162.16255144032922	265219	0.33	486	25	64081	None
210013	9.13	0.28	Neural Network (Specific Model)	11	0.905	13092	308.9640522875817	312405	0.52	306	43	62739	None
210018	3.88	0.03	Neural Network (Specific Model)	11	0.955	16699	560.5342465753424	256844	0.48	146	34	62441	None
210096	13.77	0.08	Neural Network (Specific Model)	11	0.903	34209	198.0553435114504	343291	0.52	524	26	56398	None
210140	61.63	4.1	Gradient Boost (General Model)	11	0.904	10232	220.5324200913242	797976	0.36	1095	111	54011	None
210148	9.77	0.03	Neural Network (Specific Model)	11	0.895	16102	236.42328042328043	298416	0.35	378	36	53682	None
210158	7.71	0.2	Neural Network (Specific Model)	11	0.924	27902	203.55905511811022	334470	0.42	508	36	53280	None
210178	62.15	13.88	Gradient Boost (General Model)	11	0.91	3147	184.98011928429423	1219939	0.39	2012	370	52420	None
210181	6.49	0.28	Neural Network (Specific Model)	11	0.914	6145	211.11658031088083	266534	0.44	386	47	52148	None
210221	13.07	3.78	Neural Network (Specific Model)	11	0.915	15263	198.1837748344371	780250	0.56	1208	96	49185	None
210228	6.2	0.11	Neural Network (Specific Model)	11	0.948	7387	408.9527027027027	382144	0.51	296	63	48460	None
210236	5.63	0.1	Neural Network (Specific Model)	11	0.945	42596	774.4354838709677	304943	0.45	124	19	47972	None
210323	10.57	0.63	Neural Network (Specific Model)	11	0.914	11043	224.04787234042553	274671	0.37	376	30	44659	None
210327	10.8	0.47	Neural Network (Specific Model)	11	0.928	16508	297.40520446096656	257542	0.46	269	25	44618	None
210338	14.69	0.84	Neural Network (Specific Model)	11	0.726	11097	148.9760900140647	434853	0.3	711	50	43992	None
210341	6.22	0.12	Neural Network (Specific Model)	11	0.858	12439	227.06760563380283	280556	0.52	355	33	43928	None
210371	8.47	0.77	Neural Network (Specific Model)	11	0.872	5769	282.0243902439024	396351	0.5	410	80	39841	None
210451	11.61	0.53	Neural Network (Specific Model)	11	0.928	12081	185.82946635730858	514225	0.46	862	67	38466	None
210511	10.49	0.22	Neural Network (Specific Model)	11	0.805	6016	201.77068214804063	515690	0.48	689	100	33201	None
210563	12.09	0.52	Neural Network (Specific Model)	11	0.895	5226	214.26397919375813	550257	0.34	769	123	17420	None
210586	18.19	22.29	Neural Network (Specific Model)	11	0.826	5608	234.0787554691298	1743559	0.33	2057	369	29165	None
210662	7.76	0.14	Neural Network (Specific Model)	11	0.885	3721	237.86354378818737	394965	0.37	491	106	18401	None
210674	14.05	1.28	Neural Network (Specific Model)	11	0.9	6848	245.37402597402598	314104	0.37	385	55	36627	None
210709	7.28	0.1	Neural Network (Specific Model)	11	0.929	15902	265.28212290502796	305904	0.37	358	40	36099	None
210755	7.76	6.02	Neural Network (Specific Model)	11	0.876	16294	293.47610921501706	587401	0.52	586	69	35509	None
210783	4.81	0.01	Neural Network (Specific Model)	11	0.925	23057	229.1565934065934	268821	0.54	364	36	34216	None
210898	7.23	0.16	Neural Network (Specific Model)	11	0.883	4800	150.13993174061434	297402	0.41	586	69	23106	None
210902	4.96	0.02	Neural Network (Specific Model)	11	0.853	7992	243.25589225589226	252936	0.37	297	43	33175	None
210979	25.8	0.1	Neural Network (Specific Model)	11	0.925	7592	320.96121416526137	616128	0.46	593	95	32139	None
210990	7.63	0.18	Neural Network (Specific Model)	11	0.919	14264	222.5495978552279	270139	0.46	373	38	28079	None
211015	8.99	0.74	Neural Network (Specific Model)	11	0.909	3438	300.2822966507177	413039	0.42	418	115	18368	None
211109	45.28	14.27	Neural Network (Specific Model)	11	0.883	5395	294.8070898598516	1212293	0.59	1213	233	30163	None
211139	20.76	2.0	Neural Network (Specific Model)	11	0.898	6008	208.5423162583519	623261	0.36	898	129	24595	None
211362	5.52	0.02	Neural Network (Specific Model)	11	0.894	5609	307.1433962264151	272946	0.4	265	59	27131	None
211432	5.08	0.01	Neural Network (Specific Model)	11	0.916	4542	227.75797872340425	279194	0.45	376	67	18416	None
211439	8.99	8.74	Neural Network (Specific Model)	11	0.927	5399	429.4686567164179	465287	0.43	335	99	26249	None
211534	49.99	1.58	Neural Network (Specific Model)	11	0.895	4867	285.20644095788606	1155722	0.57	1211	259	25443	None
211545	7.39	0.44	Neural Network (Specific Model)	11	0.88	12830	181.54371002132197	288171	0.43	469	38	34732	None
211592	12.57	0.46	Neural Network (Specific Model)	11	0.921	6370	252.62128712871288	331336	0.4	404	58	24924	None
211625	5.97	0.07	Neural Network (Specific Model)	11	0.645	5609	141.83193277310923	391688	0.29	595	79	24774	None
211783	19.23	0.14	Neural Network (Specific Model)	11	0.819	5333	296.3583061889251	332764	0.62	307	69	23469	None
211787	5.84	9.76	Neural Network (Specific Model)	11	0.926	8475	311.0026041666667	386297	0.42	384	58	23433	None
211967	9.45	2.35	Neural Network (Specific Model)	11	0.872	6318	279.9681881051176	694134	0.39	723	135	18774	None
212142	13.19	0.27	Neural Network (Specific Model)	11	0.896	3664	320.2365930599369	339601	0.48	317	98	21069	None
212315	7.66	0.17	Neural Network (Specific Model)	11	0.561	6303	104.20238095238095	278607	0.3	504	49	20114	None
212405	14.77	1.19	Neural Network (Specific Model)	11	0.949	9177	311.2352941176471	334032	0.38	340	56	19641	None
212516	6.95	0.08	Neural Network (Specific Model)	11	0.888	9828	298.2076124567474	290667	0.41	289	38	19048	None
212790	5.67	0.0	Neural Network (Specific Model)	11	0.882	3803	232.57184750733137	268473	0.44	341	72	13500	None
212908	12.03	0.23	Neural Network (Specific Model)	11	0.907	8693	273.5127478753541	317761	0.36	353	46	64815	None
212965	6.43	0.04	Neural Network (Specific Model)	11	0.863	5367	184.24576271186442	300971	0.4	472	66	17330	None
213159	7.89	0.35	Neural Network (Specific Model)	11	0.874	7307	247.42105263157896	289566	0.47	342	54	16663	None
213350	73.6	0.36	Gradient Boost (General Model)	11	0.945	4987	337.72868217054264	1381363	0.47	1290	307	16168	None
213351	40.28	0.57	Neural Network (Specific Model)	11	0.917	5730	306.5876826722338	959998	0.53	958	186	16165	None
213400	7.11	0.03	Neural Network (Specific Model)	11	0.855	4474	209.85185185185185	315292	0.55	432	74	12252	None
213497	11.12	1.48	Neural Network (Specific Model)	11	0.896	5811	237.30344827586208	344636	0.34	435	73	15764	None
213607	7.18	1.5	Neural Network (Specific Model)	11	0.874	5564	244.55048076923077	348301	0.4	416	75	15453	None
213705	6.92	0.03	Neural Network (Specific Model)	11	0.86	3457	233.78947368421052	262627	0.38	323	76	15221	None
213718	6.53	2.03	Neural Network (Specific Model)	11	0.855	4405	255.89080459770116	311320	0.45	348	72	15202	None
214066	5.57	0.01	Neural Network (Specific Model)	11	0.933	3495	182.74166666666667	279747	0.38	480	80	12006	None
2141	97.18	101.56	Gradient Boost (General Model)	11	0.906	5189	278.6723917618761	24529748	0.54	26608	5241	70875	None
214281	16.54	0.93	Neural Network (Specific Model)	11	0.917	6344	335.085409252669	307640	0.47	281	63	13973	None
214328	4.47	0.27	Neural Network (Specific Model)	11	0.798	4023	175.68274111675126	259291	0.32	394	64	13860	None
214526	8.47	0.16	Neural Network (Specific Model)	11	0.93	3916	246.18026565464896	416561	0.4	527	112	13509	None
214575	7.08	0.07	Neural Network (Specific Model)	11	0.916	3769	296.30960854092524	271877	0.36	281	73	12604	None
214627	12.12	1.75	Neural Network (Specific Model)	11	0.872	3447	254.13459119496855	692768	0.38	795	201	12657	None
214959	30.44	19.91	Neural Network (Specific Model)	11	0.868	4056	305.01854714064916	681642	0.61	647	173	12789	None
215293	7.97	0.21	Neural Network (Specific Model)	11	0.951	3833	314.6189111747851	345866	0.33	349	91	9913	None
215330	6.64	0.03	Neural Network (Specific Model)	11	0.862	3327	240.52681388012618	264014	0.52	317	77	9272	None
215632	21.49	2.39	Neural Network (Specific Model)	11	0.921	5067	269.6916488222698	409281	0.6	467	94	11271	None
216055	9.83	0.03	Neural Network (Specific Model)	11	0.921	3073	291.45631067961165	390427	0.41	412	128	7261	None
216130	14.24	2.29	Neural Network (Specific Model)	11	0.939	2934	283.7964912280702	257928	0.44	285	86	11217	None
216422	13.38	2.04	Neural Network (Specific Model)	11	0.899	3198	228.90824468085106	572969	0.33	752	181	10846	None
216596	6.94	0.0	Neural Network (Specific Model)	11	0.875	4034	278.1194539249147	278849	0.44	293	77	10641	None
2176	85.41	37.32	Gradient Boost (General Model)	11	0.906	3731	273.4725444702243	3503166	0.42	3879	917	38859	None
217939	10.01	0.18	Neural Network (Specific Model)	11	0.92	2845	296.6158940397351	291634	0.4	302	99	9337	None
21921	64.28	36.56	Gradient Boost (General Model)	11	0.922	3251	282.39076923076925	596372	0.31	650	179	15854	None
2198	4.93	0.28	Neural Network (Specific Model)	11	0.871	10832	273.3356890459364	264934	0.51	283	35	30841	None
222376	17.94	2.53	Neural Network (Specific Model)	11	0.939	3410	305.1054131054131	341848	0.48	351	104	6951	None
2238	90.63	70.75	Gradient Boost (General Model)	11	0.938	3589	337.7292527224934	5746149	0.41	5326	1613	30311	None
225983	8.69	0.01	Neural Network (Specific Model)	11	0.875	2511	266.96256684491976	341395	0.56	374	131	5807	None
2320	96.84	42.09	Gradient Boost (General Model)	11	0.895	4728	275.45665548098435	3296671	0.61	3576	786	29342	None
236	0.0	38.03	Neural Network (Specific Model)	11	0.911	31449	328.26895943562613	2449603	0.68	2268	114	80801	None
23739	54.57	9.29	Gradient Boost (General Model)	11	0.916	10442	328.0081662954714	1444006	0.37	1347	213	68424	None
24378	10.35	0.04	Neural Network (Specific Model)	11	0.888	2628	330.4226327944573	482854	0.51	433	181	5741	None
2460	72.8	0.66	Gradient Boost (General Model)	11	0.889	7314	306.51968019680197	1677781	0.6	1626	275	28035	None
24704	94.68	88.28	Gradient Boost (General Model)	11	0.907	5383	286.05963045912654	6749845	0.58	7144	1450	30533	None
2478	6.58	1.1	Neural Network (Specific Model)	11	0.851	4107	230.6587771203156	410679	0.58	507	104	27840	None
2487	89.48	3.78	Gradient Boost (General Model)	11	0.951	8890	348.8349577647823	1689621	0.53	1539	236	27757	None
2557	89.69	21.09	Gradient Boost (General Model)	11	0.926	4906	296.4103690685413	2180346	0.42	2276	505	27199	None
2607	95.44	93.93	Gradient Boost (General Model)	11	0.907	4230	317.6207480115079	6198348	0.49	5909	1525	30886	None
